amoblado,bathroom,baulera,bedroom,dimension_built,dimension_ground,garage,id_neighborhood,latitud,longitud,neighborhood,price,status,type_offer,year_built,riesgo
0,7.0,0,5.0,485,300,2,55,-16.548794,-68.072678,Auquisamaña,277000.0,2,Venta,,bajo
0,6.0,0,4.0,320,320,4,55,-16.547251,-68.077873,Auquisamaña,420000.0,1,Venta,,bajo
0,4.0,0,4.0,260,931,6,54,-16.642771,-68.042023,Mecapaca,230000.0,2,Venta,2015.0,alto
0,4.0,0,4.0,272,80,2,45,-16.505861,-68.13497199999999,San Pedro,230000.0,2,Venta,,moderado
0,4.0,0,3.0,300,300,3,29,-16.521379,-68.062744,Achumani,315000.0,2,Venta,,alto
0,1.0,0,3.0,90,184,0,41,-16.49021,-68.12718199999999,Miraflores,110000.0,2,Venta,1980.0,muy bajo
0,4.0,0,4.0,185,260,1,53,-16.601361999999998,-68.07060200000001,Mallasa,165000.0,1,Venta,2018.0,alto
0,7.0,0,5.0,485,300,2,55,-16.548794,-68.072678,Auquisamaña,277000.0,2,Venta,,bajo
0,5.0,0,4.0,330,444,3,29,-16.522072,-68.062073,Achumani,395000.0,2,Venta,,alto
0,3.0,0,3.0,239,162,1,35,-16.538771,-68.065552,Cota Cota,185000.0,2,Venta,,moderado
0,6.0,0,12.0,561,200,0,50,-16.475327,-68.128036,Villa Fatima,255000.0,1,Venta,2010.0,bajo
0,4.0,0,3.0,0,393,3,52,-16.544453,-68.07309000000001,Los Pinos,220000.0,2,Venta,,moderado
0,4.0,0,4.0,310,206,2,30,-16.520325,-68.105598,Alto Obrajes,230000.0,2,Venta,2010.0,moderado
0,3.0,0,3.0,239,162,1,35,-16.543375,-68.060677,Cota Cota,185000.0,2,Venta,,moderado
0,4.0,0,5.0,375,300,2,29,-16.533752,-68.073265,Achumani,390000.0,2,Venta,,alto
0,5.0,0,4.0,450,780,4,29,-16.524893,-68.06781,Achumani,790000.0,2,Venta,2013.0,alto
0,8.0,0,5.0,519,318,1,178,-16.513247,-68.122124,San Jorge,600000.0,2,Venta,,muy bajo
0,3.0,0,4.0,167,114,2,41,-16.486629,-68.124298,Miraflores,140000.0,2,Venta,1994.0,muy bajo
0,2.0,0,5.0,350,1000,4,46,-16.544495,-68.09585600000001,Seguencoma,600000.0,2,Venta,1980.0,bajo
0,4.0,0,4.0,500,1000,6,42,-16.529156,-68.101334,Obrajes,1230000.0,2,Venta,1988.0,bajo
0,6.0,0,7.0,570,600,2,33,-16.54166,-68.05275,Chasquipampa,420000.0,2,Venta,,bajo
0,6.0,0,7.0,570,600,2,33,-16.54166,-68.05275,Chasquipampa,420000.0,2,Venta,,bajo
0,4.0,1,3.0,291,200,3,35,-16.542147,-68.068962,Cota Cota,235000.0,2,Venta,1997.0,moderado
0,3.0,0,5.0,257,200,1,30,-16.519955,-68.103065,Alto Obrajes,218000.0,2,Venta,1994.0,moderado
0,2.0,0,4.0,235,497,2,31,-16.515409,-68.09139300000001,Bolognia,230000.0,2,Venta,1994.0,bajo
0,3.0,0,4.0,287,295,2,46,-16.538715,-68.096756,Seguencoma,248000.0,2,Venta,,bajo
0,3.0,0,4.0,360,420,2,29,-16.534983,-68.069778,Achumani,400000.0,2,Venta,2005.0,alto
0,5.0,0,4.0,0,500,2,52,-16.544453,-68.07309000000001,Los Pinos,359000.0,2,Venta,,moderado
0,3.0,0,4.0,300,340,2,29,-16.526045,-68.06324000000001,Achumani,370000.0,2,Venta,2010.0,alto
0,3.0,0,6.0,333,97,0,45,-16.499676,-68.143204,San Pedro,620000.0,2,Venta,2005.0,moderado
0,5.0,0,4.0,450,750,4,29,-16.525963,-68.068802,Achumani,790000.0,2,Venta,2011.0,alto
0,6.0,0,10.0,337,310,1,178,-16.51156,-68.11882,San Jorge,420000.0,2,Venta,1967.0,muy bajo
0,5.0,0,18.0,600,300,6,47,-16.508842,-68.125961,Sopocachi,780000.0,2,Venta,1980.0,moderado
0,4.0,0,3.0,298,500,3,192,-16.568514,-68.109566,Mallasilla,360000.0,2,Venta,2012.0,alto
0,5.0,0,5.0,550,1000,5,35,-16.540701000000002,-68.07159399999999,Cota Cota,630000.0,2,Venta,,moderado
0,3.0,0,3.0,222,250,2,29,-16.520796,-68.062828,Achumani,235000.0,1,Venta,2019.0,alto
0,4.0,0,5.0,274,529,2,29,-16.515293,-68.057785,Achumani,290000.0,2,Venta,2009.0,alto
0,9.0,0,7.0,630,480,8,29,-16.519709,-68.05686999999999,Achumani,780000.0,2,Venta,,alto
0,4.0,0,6.0,300,370,2,41,-16.50082,-68.120857,Miraflores,255000.0,2,Venta,,muy bajo
0,5.0,0,4.0,285,130,1,37,-16.523369,-68.085587,Irpavi,195000.0,1,Venta,2019.0,moderado
0,5.0,0,5.0,550,1000,5,35,-16.540701000000002,-68.07159399999999,Cota Cota,630000.0,2,Venta,,moderado
0,3.0,0,4.0,200,200,0,41,-16.501148,-68.120766,Miraflores,245000.0,2,Venta,,muy bajo
0,4.0,0,4.0,226,111,2,29,-16.526707000000002,-68.051613,Achumani,155000.0,1,Venta,2014.0,alto
0,4.0,0,4.0,400,589,3,31,-16.525537,-68.09070600000001,Bolognia,515000.0,2,Venta,,bajo
0,5.0,0,4.0,250,306,2,32,-16.548019,-68.050156,Calacoto,175000.0,1,Venta,2018.0,bajo
0,4.0,0,4.0,400,589,3,31,-16.525537,-68.09070600000001,Bolognia,515000.0,2,Venta,,bajo
0,3.0,0,6.0,246,203,2,50,-16.477518,-68.117241,Villa Fatima,210000.0,2,Venta,2010.0,bajo
0,4.0,0,4.0,600,340,2,41,-16.505716,-68.122185,Miraflores,580000.0,2,Venta,1980.0,muy bajo
0,5.0,0,3.0,300,277,3,37,-16.50296,-68.081078,Irpavi,248000.0,2,Venta,2014.0,moderado
0,3.0,0,4.0,260,931,6,54,-16.667360000000002,-68.018051,Mecapaca,230000.0,2,Venta,2014.0,alto
0,7.0,0,4.0,567,530,3,55,-16.548651,-68.06781,Auquisamaña,716000.0,2,Venta,2011.0,bajo
0,6.0,0,8.0,500,200,5,42,-16.526525,-68.095894,Obrajes,550000.0,2,Venta,2009.0,bajo
0,5.0,0,4.0,300,500,3,151,-16.559654000000002,-68.10165400000001,Aranjuez,359000.0,2,Venta,,moderado
0,2.0,1,3.0,180,229,0,44,-16.485364999999998,-68.137856,Centro,330000.0,2,Venta,1980.0,bajo
0,4.0,0,4.0,262,300,0,37,-16.525783999999998,-68.086235,Irpavi,279000.0,2,Venta,,moderado
0,2.0,0,4.0,240,300,1,31,-16.522011,-68.09025600000001,Bolognia,215000.0,2,Venta,,bajo
0,3.0,0,3.0,400,600,2,35,-16.54213,-68.056198,Cota Cota,380000.0,2,Venta,,moderado
0,3.0,0,4.0,311,210,2,55,-16.54936,-68.076736,Auquisamaña,250000.0,2,Venta,,bajo
0,8.0,0,6.0,780,600,3,29,-16.531509,-68.063103,Achumani,560000.0,2,Venta,1999.0,alto
0,3.0,0,9.0,380,571,1,41,-16.519915,-68.116325,Miraflores,380000.0,2,Venta,1980.0,muy bajo
0,6.0,0,5.0,485,300,3,55,-16.547642,-68.07807199999999,Auquisamaña,277000.0,1,Venta,2013.0,bajo
0,11.0,0,16.0,847,274,2,45,-16.502075,-68.139648,San Pedro,656000.0,2,Venta,1995.0,moderado
0,5.0,0,4.0,251,272,2,29,-16.526352,-68.062889,Achumani,278000.0,1,Venta,2018.0,alto
0,3.0,0,4.0,378,300,1,180,-16.511305,-68.08064300000001,Alto Irpavi,139000.0,1,Venta,,bajo
0,2.0,0,3.0,140,260,4,42,-16.535383,-68.113281,Obrajes,95000.0,2,Venta,2015.0,bajo
0,3.0,0,4.0,378,300,1,180,-16.511274,-68.08064300000001,Alto Irpavi,145000.0,1,Venta,,bajo
0,2.0,0,7.0,200,150,0,47,-16.515511,-68.127075,Sopocachi,150000.0,2,Venta,,moderado
0,3.0,0,4.0,262,300,2,37,-16.527895,-68.08431999999999,Irpavi,280000.0,2,Venta,1997.0,moderado
0,3.0,0,3.0,160,200,2,29,-16.52046,-68.058472,Achumani,188000.0,1,Venta,2019.0,alto
0,3.0,0,4.0,280,350,3,29,-16.531763,-68.063477,Achumani,110000.0,1,Venta,2019.0,alto
0,5.0,0,4.0,386,568,2,192,-16.562920000000002,-68.105576,Mallasilla,400000.0,2,Venta,,alto
0,4.0,0,4.0,316,0,1,29,-16.521301,-68.059731,Achumani,297000.0,2,Venta,,alto
0,4.0,0,3.0,300,337,2,180,-16.519169,-68.077232,Alto Irpavi,250000.0,2,Venta,,bajo
0,1.0,0,2.0,500,1030,0,241,-16.526003,-68.096222,Bella Vista,35500.0,2,Venta,1991.0,moderado
0,4.0,0,3.0,291,350,4,29,-16.536001000000002,-68.076973,Achumani,415000.0,2,Venta,,alto
0,5.0,0,4.0,304,600,2,37,-16.527895,-68.08567,Irpavi,550000.0,1,Venta,1984.0,moderado
0,4.0,0,3.0,220,200,4,29,-16.51943,-68.059784,Achumani,243000.0,2,Venta,,alto
0,4.0,0,5.0,300,500,4,37,-16.5044,-68.082298,Irpavi,320000.0,2,Venta,2010.0,moderado
0,4.0,0,3.0,287,342,3,35,-16.540083,-68.064713,Cota Cota,300000.0,2,Venta,,moderado
0,5.0,0,3.0,271,1,2,35,-16.539394,-68.057663,Cota Cota,280000.0,2,Venta,2005.0,moderado
0,1.0,0,2.0,200,250,0,47,-16.514129999999998,-68.131111,Sopocachi,250000.0,2,Venta,1998.0,moderado
0,14.0,1,10.0,923,1449,2,192,-16.565622,-68.113167,Mallasilla,980000.0,2,Venta,1998.0,alto
0,2.0,0,3.0,271,250,2,35,-16.539291,-68.060364,Cota Cota,265000.0,2,Venta,,moderado
0,4.0,0,4.0,0,764,2,35,-16.541044,-68.068466,Cota Cota,550000.0,2,Venta,,moderado
0,3.0,1,4.0,500,500,4,29,-16.535889,-68.07254,Achumani,580000.0,2,Venta,1985.0,alto
0,4.0,1,4.0,400,260,3,29,-16.513281,-68.05257399999999,Achumani,258000.0,2,Venta,,alto
0,8.0,0,5.0,600,622,5,37,-16.531679,-68.087898,Irpavi,720000.0,2,Venta,2000.0,moderado
0,5.0,0,4.0,480,1000,2,151,-16.558214000000003,-68.095665,Aranjuez,850000.0,2,Venta,2010.0,moderado
0,6.0,0,6.0,378,420,5,46,-16.540356,-68.098732,Seguencoma,375000.0,2,Venta,,bajo
0,4.0,0,4.0,517,280,2,46,-16.540113,-68.09648100000001,Seguencoma,300000.0,2,Venta,,bajo
0,5.0,0,4.0,300,500,3,41,-16.489689000000002,-68.119293,Miraflores,360000.0,2,Venta,,muy bajo
0,5.0,0,5.0,346,267,2,237,-16.545864,-68.07914,San Miguel,400000.0,2,Venta,,bajo
0,4.0,0,4.0,307,185,1,35,-16.540758,-68.063416,Cota Cota,170000.0,2,Venta,,moderado
0,6.0,0,6.0,378,420,5,46,-16.539455,-68.098412,Seguencoma,375000.0,1,Venta,2011.0,bajo
0,5.0,0,4.0,300,500,3,41,-16.489689000000002,-68.119293,Miraflores,360000.0,2,Venta,,muy bajo
0,1.0,0,3.0,180,260,2,237,-16.544846,-68.080795,San Miguel,390000.0,2,Venta,,bajo
0,5.0,0,5.0,346,267,2,237,-16.545864,-68.07914,San Miguel,400000.0,2,Venta,,bajo
0,4.0,0,3.0,223,187,2,29,-16.527252,-68.053093,Achumani,153000.0,1,Venta,,alto
0,7.0,1,7.0,550,1000,4,35,-16.543507,-68.061691,Cota Cota,660000.0,2,Venta,1993.0,moderado
0,4.0,0,4.0,300,500,2,192,-16.567636,-68.105186,Mallasilla,359000.0,2,Venta,2017.0,alto
0,6.0,0,4.0,355,180,2,151,-16.559036,-68.09816,Aranjuez,320000.0,2,Venta,2016.0,moderado
0,5.0,0,4.0,450,421,3,52,-16.544701,-68.073273,Los Pinos,580000.0,2,Venta,,moderado
0,4.0,0,3.0,223,187,2,29,-16.527252,-68.053093,Achumani,153000.0,2,Venta,,alto
0,4.0,0,4.0,240,160,3,29,-16.511747,-68.051727,Achumani,167000.0,1,Venta,2018.0,alto
0,5.0,0,4.0,450,421,3,52,-16.544701,-68.073273,Los Pinos,580000.0,2,Venta,,moderado
0,3.0,0,4.0,160,280,2,29,-16.524782000000002,-68.05036899999999,Achumani,155000.0,1,Venta,2018.0,alto
0,4.0,0,4.0,0,276,2,42,-16.528246,-68.102898,Obrajes,300000.0,2,Venta,,bajo
0,4.0,0,3.0,673,510,2,55,-16.54751,-68.068787,Auquisamaña,650000.0,2,Venta,,bajo
0,4.0,0,3.0,152,170,3,242,-16.54645,-68.05423,El Pedregal,149000.0,1,Venta,2018.0,alto
0,4.0,0,3.0,673,510,2,55,-16.54751,-68.068787,Auquisamaña,650000.0,2,Venta,,bajo
1,6.0,1,4.0,592,313,2,39,-16.547507999999997,-68.087639,La Florida,650000.0,2,Venta,2014.0,moderado
0,4.0,0,3.0,241,540,2,29,-16.514803,-68.057266,Achumani,285000.0,2,Venta,,alto
0,4.0,0,5.0,450,665,3,29,-16.518288000000002,-68.05699200000001,Achumani,390000.0,2,Venta,,alto
0,6.0,0,6.0,378,420,5,46,-16.540356,-68.098732,Seguencoma,375000.0,2,Venta,,bajo
0,5.0,0,3.0,400,600,3,192,-16.56514,-68.10067,Mallasilla,560000.0,2,Venta,,alto
0,4.0,0,5.0,400,450,2,29,-16.522907,-68.06752,Achumani,620000.0,2,Venta,,alto
0,4.0,0,4.0,655,265,3,41,-16.489689000000002,-68.119293,Miraflores,395000.0,2,Venta,,muy bajo
0,3.0,0,3.0,246,346,2,29,-16.535425,-68.068649,Achumani,285000.0,2,Venta,2000.0,alto
0,4.0,0,4.0,329,401,2,52,-16.543816,-68.075096,Los Pinos,390000.0,2,Venta,,moderado
0,4.0,0,4.0,329,401,2,52,-16.543816,-68.075096,Los Pinos,390000.0,2,Venta,,moderado
0,4.0,0,5.0,320,368,4,35,-16.541327,-68.069115,Cota Cota,320000.0,2,Venta,,moderado
0,7.0,1,7.0,504,325,3,29,-16.521317,-68.063278,Achumani,430000.0,2,Venta,2012.0,alto
0,4.0,1,3.0,287,430,0,37,-16.530903,-68.08689100000001,Irpavi,420000.0,2,Venta,,moderado
0,4.0,0,3.0,287,430,2,37,-16.523451,-68.085495,Irpavi,420000.0,2,Venta,,moderado
0,4.0,0,3.0,152,170,3,33,-16.547148,-68.045662,Chasquipampa,149000.0,2,Venta,,bajo
0,4.0,0,4.0,350,200,2,42,-16.524723,-68.106728,Obrajes,262000.0,2,Venta,1995.0,bajo
0,4.0,0,3.0,209,430,2,236,-16.530556,-68.03569,Ovejuyo,285000.0,2,Venta,,moderado
0,4.0,0,3.0,142,195,2,180,-16.519130999999998,-68.077515,Alto Irpavi,285000.0,2,Venta,,bajo
0,3.0,0,3.0,226,165,1,29,-16.528446,-68.049759,Achumani,199600.0,2,Venta,,alto
0,3.0,0,3.0,226,165,1,29,-16.528446,-68.049759,Achumani,199600.0,2,Venta,,alto
0,6.0,0,6.0,390,420,5,46,-16.536434,-68.097961,Seguencoma,390000.0,2,Venta,,bajo
0,4.0,0,3.0,209,430,2,236,-16.530556,-68.03569,Ovejuyo,285000.0,2,Venta,,moderado
0,6.0,0,6.0,420,300,3,29,-16.512688,-68.05119300000001,Achumani,258000.0,1,Venta,2015.0,alto
0,4.0,1,4.0,294,304,1,32,-16.539553,-68.088074,Calacoto,350000.0,2,Venta,,bajo
0,6.0,0,4.0,850,980,2,39,-16.548920000000003,-68.087296,La Florida,1500000.0,2,Venta,,moderado
0,3.0,0,5.0,700,318,5,29,-16.518887,-68.063393,Achumani,480000.0,2,Venta,,alto
0,6.0,0,4.0,460,600,4,29,-16.524584,-68.052284,Achumani,350000.0,2,Venta,,alto
0,4.0,0,4.0,217,157,2,29,-16.524244,-68.052689,Achumani,190000.0,2,Venta,,alto
0,6.0,0,4.0,250,220,2,180,-16.520279000000002,-68.080505,Alto Irpavi,215000.0,2,Venta,,bajo
0,4.0,0,3.0,305,120,2,29,-16.527138,-68.062187,Achumani,283000.0,1,Venta,2018.0,alto
0,3.0,0,3.0,240,600,10,29,-16.519524,-68.065338,Achumani,520000.0,2,Venta,,alto
0,3.0,0,4.0,346,267,0,237,-16.544106,-68.08045200000001,San Miguel,430000.0,1,Venta,2005.0,bajo
0,3.0,0,4.0,307,185,1,35,-16.5425,-68.059853,Cota Cota,170000.0,1,Venta,2010.0,moderado
0,4.0,0,5.0,495,290,5,46,-16.535917,-68.097298,Seguencoma,375000.0,2,Venta,,bajo
0,3.0,0,3.0,240,600,10,29,-16.519524,-68.065338,Achumani,520000.0,2,Venta,,alto
0,3.0,0,4.0,309,1000,4,180,-16.509657,-68.07914,Alto Irpavi,385000.0,2,Venta,,bajo
0,4.0,0,4.0,190,300,2,242,-16.546120000000002,-68.056549,El Pedregal,220000.0,1,Venta,2011.0,alto
0,4.0,0,4.0,264,170,2,180,-16.517941,-68.07995600000001,Alto Irpavi,185000.0,2,Venta,,bajo
0,3.0,0,3.0,300,315,2,29,-16.529478,-68.07012900000001,Achumani,315000.0,2,Venta,,alto
0,7.0,0,5.0,468,220,2,44,-16.486856,-68.140495,Centro,360000.0,2,Venta,,bajo
0,4.0,0,4.0,495,756,2,29,-16.527773,-68.071114,Achumani,780000.0,2,Venta,,alto
0,6.0,0,6.0,620,1800,5,39,-16.547974,-68.08631899999999,La Florida,1200000.0,2,Venta,,moderado
0,5.0,0,5.0,360,340,3,29,-16.519028,-68.06282,Achumani,570000.0,2,Venta,,alto
0,7.0,0,5.0,468,220,2,44,-16.486856,-68.140495,Centro,360000.0,2,Venta,,bajo
0,3.0,0,3.0,152,170,3,242,-16.546371,-68.053993,El Pedregal,149000.0,2,Venta,,alto
0,6.0,0,6.0,790,0,4,41,-16.488676,-68.123138,Miraflores,550000.0,2,Venta,,muy bajo
0,4.0,0,5.0,333,300,2,29,-16.520357,-68.06244699999999,Achumani,220000.0,2,Venta,,alto
0,3.0,0,3.0,247,280,1,29,-16.523664,-68.057068,Achumani,390000.0,2,Venta,,alto
0,6.0,0,5.0,485,300,2,55,-16.547972,-68.07251,Auquisamaña,277000.0,2,Venta,,bajo
0,5.0,0,3.0,375,315,2,192,-16.562597,-68.104309,Mallasilla,285000.0,2,Venta,2018.0,alto
0,4.0,0,5.0,333,300,2,29,-16.520357,-68.06244699999999,Achumani,220000.0,2,Venta,,alto
0,3.0,0,5.0,315,300,2,46,-16.535010999999997,-68.101669,Seguencoma,255000.0,1,Venta,2010.0,bajo
0,8.0,0,4.0,1000,3000,10,39,-16.548545999999998,-68.08845500000001,La Florida,150000.0,2,Venta,,moderado
0,6.0,0,4.0,385,300,2,37,-16.523258,-68.08734100000001,Irpavi,349000.0,2,Venta,,moderado
0,4.0,0,3.0,291,350,4,29,-16.535774,-68.07624799999999,Achumani,423000.0,2,Venta,,alto
0,6.0,0,3.0,378,312,2,192,-16.562859,-68.103386,Mallasilla,290000.0,2,Venta,,alto
0,3.0,0,3.0,203,400,2,53,-16.591261,-68.073257,Mallasa,145000.0,1,Venta,,alto
0,5.0,0,3.0,450,250,2,29,-16.516132,-68.064079,Achumani,390000.0,2,Venta,,alto
0,10.0,0,4.0,780,220,5,41,-16.49074,-68.123795,Miraflores,550000.0,1,Venta,2010.0,muy bajo
0,10.0,1,4.0,780,220,5,41,-16.489023,-68.123581,Miraflores,550000.0,2,Venta,,muy bajo
0,5.0,0,4.0,315,158,2,29,-16.524235,-68.05256700000001,Achumani,225000.0,2,Venta,,alto
0,5.0,0,5.0,380,560,5,29,-16.512428,-68.058136,Achumani,439000.0,2,Venta,,alto
0,5.0,0,5.0,324,188,2,42,-16.529636,-68.099571,Obrajes,295000.0,2,Venta,,bajo
0,6.0,0,5.0,450,300,2,29,-16.530098000000002,-68.064812,Achumani,375000.0,2,Venta,2012.0,alto
0,5.0,0,5.0,360,316,3,29,-16.517576000000002,-68.05592299999999,Achumani,335000.0,2,Venta,,alto
0,5.0,0,5.0,360,316,3,29,-16.517576000000002,-68.05592299999999,Achumani,335000.0,2,Venta,,alto
0,7.0,1,5.0,560,510,6,35,-16.541567,-68.054764,Cota Cota,368000.0,2,Venta,,moderado
0,4.0,0,5.0,480,600,4,32,-16.543375,-68.08625,Calacoto,600000.0,2,Venta,,bajo
0,5.0,0,4.0,315,158,2,29,-16.524235,-68.05256700000001,Achumani,225000.0,2,Venta,,alto
0,4.0,0,5.0,480,600,4,32,-16.543375,-68.08625,Calacoto,600000.0,2,Venta,,bajo
0,5.0,0,3.0,271,312,2,35,-16.539804,-68.057724,Cota Cota,265000.0,2,Venta,,moderado
0,4.0,0,3.0,270,243,1,29,-16.523277,-68.05902900000001,Achumani,238000.0,2,Venta,,alto
0,4.0,0,3.0,270,243,1,29,-16.518414,-68.061035,Achumani,238000.0,2,Venta,,alto
0,5.0,0,5.0,380,560,5,29,-16.512428,-68.058136,Achumani,439000.0,2,Venta,,alto
0,4.0,0,5.0,320,600,2,37,-16.529293,-68.08644100000001,Irpavi,520000.0,2,Venta,1984.0,moderado
0,4.0,0,4.0,332,302,2,29,-16.522417,-68.05938,Achumani,234000.0,2,Venta,,alto
0,2.0,0,1.0,200,140,0,44,-16.492085999999997,-68.132462,Centro,143000.0,2,Venta,1930.0,bajo
0,4.0,0,4.0,332,302,2,29,-16.51931,-68.05748,Achumani,234000.0,2,Venta,,alto
0,6.0,0,5.0,451,572,3,46,-16.535805,-68.09818299999999,Seguencoma,445000.0,1,Venta,1990.0,bajo
0,5.0,0,5.0,267,230,3,192,-16.569445,-68.117805,Mallasilla,239000.0,1,Venta,2019.0,alto
0,4.0,0,3.0,180,380,5,53,-16.567625,-68.09030200000001,Mallasa,355000.0,2,Venta,,alto
0,4.0,0,3.0,500,720,3,32,-16.540976999999998,-68.085045,Calacoto,700000.0,2,Venta,,bajo
0,5.0,0,4.0,462,300,4,29,-16.520599,-68.061661,Achumani,378000.0,1,Venta,2003.0,alto
0,7.0,0,6.0,700,1241,10,192,-16.569592999999998,-68.11769100000001,Mallasilla,590000.0,1,Venta,2019.0,alto
0,2.0,0,3.0,120,260,5,46,-16.532131,-68.109138,Seguencoma,92000.0,2,Venta,2015.0,bajo
0,5.0,0,7.0,600,151,2,235,-16.489658,-68.151726,Pura Pura,260000.0,2,Venta,2000.0,moderado
0,5.0,0,4.0,410,210,2,33,-16.536814,-68.05345200000001,Chasquipampa,270000.0,2,Venta,,bajo
0,4.0,0,3.0,304,600,0,37,-16.528906,-68.08470200000001,Irpavi,500000.0,2,Venta,,moderado
0,5.0,0,4.0,410,210,2,33,-16.536814,-68.05345200000001,Chasquipampa,270000.0,2,Venta,,bajo
0,4.0,0,3.0,304,600,0,37,-16.528906,-68.08470200000001,Irpavi,500000.0,2,Venta,,moderado
0,5.0,0,4.0,421,450,3,35,-16.544249,-68.067841,Cota Cota,580000.0,2,Venta,,moderado
0,3.0,0,3.0,188,170,2,29,-16.515472,-68.054611,Achumani,188000.0,2,Venta,,alto
0,6.0,0,6.0,470,300,3,180,-16.521191,-68.081886,Alto Irpavi,315000.0,2,Venta,,bajo
0,4.0,0,3.0,220,200,4,29,-16.518841000000002,-68.06289699999999,Achumani,243000.0,2,Venta,,alto
0,3.0,0,3.0,188,170,2,29,-16.515472,-68.054611,Achumani,188000.0,2,Venta,,alto
0,4.0,0,5.0,536,650,4,39,-16.548656,-68.086311,La Florida,595000.0,2,Venta,1985.0,moderado
0,5.0,0,3.0,250,0,2,29,-16.527801999999998,-68.065552,Achumani,286000.0,1,Venta,2018.0,alto
0,4.0,0,3.0,300,350,2,52,-16.544447,-68.074432,Los Pinos,120000.0,2,Venta,,moderado
0,5.0,0,5.0,290,435,5,53,-16.576521,-68.078659,Mallasa,370000.0,2,Venta,2006.0,alto
0,5.0,0,6.0,365,300,3,29,-16.514671,-68.059669,Achumani,290000.0,2,Venta,1993.0,alto
0,4.0,0,4.0,480,375,2,29,-16.535877,-68.07351700000001,Achumani,350000.0,2,Venta,1980.0,alto
0,3.0,0,3.0,150,304,2,37,-16.503864,-68.076904,Irpavi,160000.0,2,Venta,,moderado
0,6.0,0,5.0,485,519,4,29,-16.511829000000002,-68.056412,Achumani,439000.0,2,Venta,,alto
0,4.0,0,5.0,442,375,3,180,-16.521828,-68.08219100000001,Alto Irpavi,290000.0,2,Venta,2000.0,bajo
0,3.0,0,3.0,150,304,2,37,-16.503864,-68.076904,Irpavi,160000.0,2,Venta,,moderado
0,1.0,0,2.0,75,300,0,43,-16.484789000000003,-68.092392,Pampahasi,85000.0,1,Venta,2015.0,bajo
0,,0,,0,0,2,46,-16.536472,-68.097267,Seguencoma,570000.0,2,Venta,,bajo
0,6.0,0,5.0,424,853,3,55,-16.551737,-68.066109,Auquisamaña,750000.0,2,Venta,,bajo
0,2.0,0,10.0,473,173,1,36,-16.493259,-68.159348,El Tejar,214000.0,2,Venta,1993.0,moderado
0,6.0,0,5.0,424,853,3,55,-16.551737,-68.066109,Auquisamaña,750000.0,2,Venta,,bajo
0,7.0,0,5.0,380,300,4,192,-16.56233,-68.100098,Mallasilla,328000.0,2,Venta,,alto
0,4.0,0,3.0,240,260,3,29,-16.510842999999998,-68.057373,Achumani,188000.0,1,Venta,,alto
0,3.0,0,3.0,181,285,2,29,-16.520676,-68.061317,Achumani,305000.0,2,Venta,,alto
0,3.0,0,3.0,181,285,2,29,-16.52103,-68.06079100000001,Achumani,305000.0,2,Venta,,alto
0,7.0,0,5.0,380,300,4,192,-16.56233,-68.100098,Mallasilla,328000.0,2,Venta,,alto
0,5.0,0,3.0,300,550,2,39,-16.549001999999998,-68.085922,La Florida,440000.0,1,Venta,2011.0,moderado
0,,0,,570,900,0,46,-16.532557999999998,-68.099579,Seguencoma,840000.0,2,Venta,,bajo
0,6.0,0,4.0,480,1000,5,151,-16.55986,-68.093781,Aranjuez,850000.0,2,Venta,,moderado
0,10.0,0,7.0,800,1461,5,35,-16.542417999999998,-68.061134,Cota Cota,920000.0,2,Venta,,moderado
0,4.0,0,5.0,370,370,2,46,-16.544107,-68.095566,Seguencoma,355000.0,2,Venta,2000.0,bajo
0,3.0,0,3.0,350,889,2,29,-16.523733,-68.05941,Achumani,565000.0,2,Venta,,alto
0,4.0,0,4.0,352,328,5,38,-16.526888,-68.078255,Koani,280000.0,2,Venta,,bajo
0,3.0,0,3.0,300,350,4,29,-16.513248,-68.05998199999999,Achumani,285000.0,2,Venta,,alto
0,5.0,0,4.0,473,646,4,29,-16.511522,-68.055786,Achumani,625000.0,2,Venta,2014.0,alto
0,5.0,0,5.0,324,300,3,180,-16.519012,-68.082802,Alto Irpavi,255000.0,2,Venta,,bajo
0,6.0,0,5.0,470,500,3,37,-16.504435,-68.08163499999999,Irpavi,395000.0,2,Venta,,moderado
0,4.0,0,5.0,500,544,2,38,-16.52886,-68.078461,Koani,260000.0,2,Venta,2000.0,bajo
1,3.0,0,4.0,440,500,2,192,-16.566183,-68.101295,Mallasilla,358000.0,2,Venta,,alto
0,5.0,0,3.0,780,600,4,29,-16.527569,-68.06308,Achumani,780000.0,2,Venta,2014.0,alto
0,5.0,0,5.0,433,356,1,41,-16.502962,-68.117294,Miraflores,370000.0,2,Venta,,muy bajo
1,3.0,0,4.0,500,1000,6,32,-16.542476999999998,-68.08644100000001,Calacoto,1700000.0,2,Venta,,bajo
0,4.0,0,4.0,382,325,2,29,-16.517353,-68.060379,Achumani,305000.0,2,Venta,,alto
0,4.0,0,4.0,0,0,1,29,-16.517385,-68.06081400000001,Achumani,175000.0,1,Venta,2017.0,alto
0,4.0,0,4.0,350,350,2,29,-16.51609,-68.063644,Achumani,335000.0,2,Venta,,alto
0,4.0,0,4.0,467,0,2,29,-16.514471,-68.062218,Achumani,299000.0,2,Venta,,alto
1,3.0,0,4.0,350,300,5,37,-16.512672,-68.085663,Irpavi,300000.0,2,Venta,2007.0,moderado
